WR, 0.390
WR, 0.310
WR, 0.320
WR, 0.300
WR, 0.290
WR, 0.300
WR, 0.300
WR, 0.300
WR, 0.300
WR, 0.290
WC, 4.750
WC, 4.750
WC, 4.750
WC, 4.730
WC, 4.750
WC, 4.750
WC, 4.770
WC, 4.790
WC, 4.760
WC, 4.750
RR, 0.300
RR, 0.290
RR, 0.300
RR, 0.300
RR, 0.300
RR, 0.290
RR, 0.300
RR, 0.300
RR, 0.290
RR, 0.310
RC, 2.950
RC, 2.970
RC, 2.960
RC, 2.990
RC, 2.950
RC, 2.980
RC, 2.960
RC, 3.10
RC, 2.950
RC, 2.970
